institutionCode,collectionCode,datasetName,basisOfRecord,individualCount,occurrenceStatus,occurrenceRemarks,year,month,day,countryCode,stateProvince,county,locality,,,,,,,,identificationID,issue,mediaType,species,country
"Ohio State University - Bird Division, Columbus, OH (OSUM)",Birds,Ohio State University Tetrapod Division - Bird Collection (OSUM),PRESERVED_SPECIMEN,1,PRESENT,,1936,4,5,US,Ohio,Clermont,Union Twp, Clermont, Ohio, USA,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
"Ohio State University - Bird Division, Columbus, OH (OSUM)",Birds,Ohio State University Tetrapod Division - Bird Collection (OSUM),PRESERVED_SPECIMEN,1,PRESENT,,1936,6,8,US,Ohio,Hocking,Hocking, Ohio, USA,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1936,8,28,CA,Ontario,Toronto,Toronto, Albert St,,,,,,,,,,Scolopax minor,CAN
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,1,PRESENT,SOURCE: J.B.SEMPLE.,1936,10,15,US,Pennsylvania,Allegheny,Sewickley,,,,,,,,,,,Scolopax minor,
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,0,PRESENT,SOURCE: R.L.FRICKE.,1936,11,6,US,Pennsylvania,Butler,Evans city,,,,,,,,,INDIVIDUAL_COUNT_CONFLICTS_WITH_OCCURRENCE_STATUS,,Scolopax minor,
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,1,PRESENT,SOURCE: J.B.SEMPLE.,1936,10,15,US,Pennsylvania,Allegheny,Sewickley,,,,,,,,,,,Scolopax minor,
WFVZ,Eggs,WFVZ Bird Collections,PRESERVED_SPECIMEN,,PRESENT,more information on card,1936,4,18,CA,Qu̩bec,Montr̩al,Laval, Jesus Island,,,,,,,,,,Scolopax minor,
WFVZ,Eggs,WFVZ Bird Collections,PRESERVED_SPECIMEN,,PRESENT,more information on card,1936,4,18,CA,Qu̩bec,Montr̩al,Laval, Jesus Island,,,,,,,,,,Scolopax minor,
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1,PRESENT,,1936,12,16,US,Texas,Brazos,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1,PRESENT,,1936,10,30,US,Vermont,Rutland,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1,PRESENT,,1936,10,30,US,Vermont,Rutland,Rutland,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1,PRESENT,,1936,10,30,US,Vermont,Rutland,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1,PRESENT,,1936,10,30,US,Vermont,Rutland,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1935,7,16,US,Connecticut,Fairfield Co,Newton,,,,,,,,,,,Scolopax minor,
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1,PRESENT,,1935,6,30,US,District of Columbia,,Deanwood,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
CHAS,Bird specimens,CHAS Ornithology (Arctos),PRESERVED_SPECIMEN,1,PRESENT,"INTERNAL NOTES: Record has been compared to Green Bound Bird Catalogue Book, Vol. 1-3, and to Red Bound Bird Catalogue Book, Vol. 1-2. DATA HISTORY: Inventory catalogued/verified by C. Sferra (2008-2009). Date listed as entered in original FileMaker database: 1987-06-24.",1935,9,19,US,Illinois,Will County,Romeo,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,USA
CHAS,Bird specimens,CHAS Ornithology (Arctos),PRESERVED_SPECIMEN,1,PRESENT,"INTERNAL NOTES: Record has been compared to Green Bound Bird Catalogue Book, Vol. 1-3, and to Red Bound Bird Catalogue Book, Vol. 1-2. DATA HISTORY: Inventory catalogued/verified by C. Sferra (2008-2009). Date listed as entered in original FileMaker database: 1987-06-24.",1935,5,29,US,Illinois,Will County,Romeo,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,USA
FMNH,Birds-Eggs,Field Museum of Natural History (Zoology) Bird Egg Collection,PRESERVED_SPECIMEN,,PRESENT,,1935,4,28,US,Illinois,Cook Co,Chicago, Pratt and Cicero,,,,,,,,,,Scolopax minor,
FMNH,Birds-Eggs,Field Museum of Natural History (Zoology) Bird Egg Collection,PRESERVED_SPECIMEN,,PRESENT,,1935,5,7,US,Illinois,Cook Co,Chicago, Devon Ave 1 block W of Crawford,,,,,,,,,,Scolopax minor,
FMNH,Birds-Eggs,Field Museum of Natural History (Zoology) Bird Egg Collection,PRESERVED_SPECIMEN,,PRESENT,,1935,3,31,US,Illinois,Cook Co,Chicago, Devon Ave, 4 blocks W of Crawford,,,,,,,,,Scolopax minor,
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1935,10,18,US,Michigan,Shiawassee,Perry Twp,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1935,10,15,US,Michigan,Emmet,Lark's Lake,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1935,1,18,US,Mississippi,Noxubee Co,Macon,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1935,1,14,US,Mississippi,Noxubee Co,Macon,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
DMNH,Bird,DMNH Birds,PRESERVED_SPECIMEN,,PRESENT,,1935,6,4,CA,New Brunswick,Charlotte,Seal Cove,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
NBM,Aves,NBM birds,UNKNOWN,,PRESENT,,1935,3,21,CA,New Brunswick,York,Scotch Lake,,,,,,,,,BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1935,11,1,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1935,11,1,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1935,10,18,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1935,10,18,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1935,10,18,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
"Ohio State University - Bird Division, Columbus, OH (OSUM)",Birds,Ohio State University Tetrapod Division - Bird Collection (OSUM),PRESERVED_SPECIMEN,4,PRESENT,,1935,4,6,US,Ohio,Van Wert,Convoy, Van Wert, Ohio, USA,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
"Ohio State University - Bird Division, Columbus, OH (OSUM)",Birds,Ohio State University Tetrapod Division - Bird Collection (OSUM),PRESERVED_SPECIMEN,1,PRESENT,,1935,6,12,US,Ohio,Muskingum,Zanesville, 3 mi E of, Muskingum, Ohio, USA,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
WFVZ,Eggs,WFVZ Bird Collections,PRESERVED_SPECIMEN,,PRESENT,Additional data on card.,1935,5,27,US,Ohio,Ashland,Vermillion Township,,,,,,,,,,,Scolopax minor,
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1935,11,1,CA,Ontario,Middlesex County,Cairngorm,,,,,,,,,COORDINATE_REPROJECTED,,Scolopax minor,CAN
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,1,PRESENT,SOURCE: J.B.SEMPLE.,1935,10,15,US,Pennsylvania,Allegheny,Sewickley,,,,,,,,,,,Scolopax minor,
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,1,PRESENT,SOURCE: J.B.SEMPLE.,1935,10,15,US,Pennsylvania,Allegheny,Sewickley,,,,,,,,,,,Scolopax minor,
TCWC,Birds,Biodiversity Research and Teaching Collections - TCWC Vertebrates,PRESERVED_SPECIMEN,,PRESENT,,1935,12,2,US,Texas,Robertson,Hearne,,,,,,,,,,,Scolopax minor,
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1,PRESENT,,1935,2,4,ZZ,,,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;CONTINENT_INVALID,,Scolopax minor,
UCM,Bird specimens,UCM Bird Collection (Arctos),PRESERVED_SPECIMEN,1,PRESENT,"Purchased ($5.00) from Cotner College, Bethany, Nebraska November 1935; Bio Hall; Cataloged by: Shi-Kuei Wu, 20 February 1994",1935,11,1,US,,,no specific locality recorded,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
YPM,VZ,"Vertebrate Zoology Division - Ornithology, Yale Peabody Museum",PRESERVED_SPECIMEN,1,PRESENT,ORN number 1057; original catalog number 13587,1935,6,1,,,,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1934,3,31,US,Illinois,Cook Co,Chicago,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds-Eggs,Field Museum of Natural History (Zoology) Bird Egg Collection,PRESERVED_SPECIMEN,,PRESENT,,1934,4,16,US,Illinois,Cook Co,Chicago, Devon Ave, 3 blocks W Crawford,,,,,,,,,Scolopax minor,
FMNH,Birds-Eggs,Field Museum of Natural History (Zoology) Bird Egg Collection,PRESERVED_SPECIMEN,,PRESENT,,1934,4,22,US,Illinois,Cook Co,Chicago, Devon, W of Crawford, E of Railroad,,,,,,,,Scolopax minor,
FMNH,Birds-Eggs,Field Museum of Natural History (Zoology) Bird Egg Collection,PRESERVED_SPECIMEN,,PRESENT,,1934,4,30,US,Illinois,Cook Co,Chicago, Devon Ave, 3 blocks W of Crawford,,,,,,,,,Scolopax minor,
WFVZ,Eggs,WFVZ Bird Collections,PRESERVED_SPECIMEN,,PRESENT,Additional data on card.,1934,4,8,US,Illinois,Cook,Chicago, Calumet River at about Ashland Ave.,,,,,,,,,,Scolopax minor,
WFVZ,Eggs,WFVZ Bird Collections,PRESERVED_SPECIMEN,,PRESENT,Additional data on card.,1934,4,17,US,Illinois,Cook,Torrance Ave, south of Mich. City Rd.,,,,,,,,,,Scolopax minor,
"Ohio State University - Bird Division, Columbus, OH (OSUM)",Birds,Ohio State University Tetrapod Division - Bird Collection (OSUM),PRESERVED_SPECIMEN,2,PRESENT,,1934,4,15,US,Indiana,Adams,Adams, Indiana, USA,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1,PRESENT,,1934,1,27,US,Maryland,Prince George's,Piscataway Creek,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
MCZ,Orn,"Museum of Comparative Zoology, Harvard University",PRESERVED_SPECIMEN,1,PRESENT,sex: female,1934,3,19,US,Massachusetts,,Cambridge,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1934,10,26,US,Michigan,Washtenaw,Ann Arbor,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1934,10,18,US,Michigan,Calhoun,Convis Twp,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1934,10,16,US,Michigan,Cheboygan,Pigeon River,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
CAS,ORN,CAS Ornithology (ORN),PRESERVED_SPECIMEN,,PRESENT,,1934,10,29,US,New Hampshire,Rockingham Co.,Epping; Brickyard Pond,,,,,,,,,,,Scolopax minor,USA
CAS,ORN,CAS Ornithology (ORN),PRESERVED_SPECIMEN,,PRESENT,,1934,10,29,US,New Hampshire,Rockingham Co.,Lamprey River; near Epping,,,,,,,,,,,Scolopax minor,
YPM,VZ,"Vertebrate Zoology Division - Ornithology, Yale Peabody Museum",PRESERVED_SPECIMEN,1,PRESENT,ORN number 138968; male; adult,1934,10,1,US,New Hampshire,Cheshire County,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CUMV,Bird,CUMV Bird Collection,PRESERVED_SPECIMEN,,PRESENT,"Exchanged to the University of Arizona, 1953.",1934,10,25,US,New York,Tioga,Willseyville,,,,,,,,,,,Scolopax minor,
KU,Birds,KUBI Ornithology Collection,PRESERVED_SPECIMEN,,PRESENT,,1934,4,24,US,New York,Tompkins,N/A,,,,,,,,,,,Scolopax minor,
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,1,PRESENT,SOURCE: CLEVELAND MUSEUM OF NATURAL HISTORY.,1934,10,8,CA,Nova Scotia,Kings,AYLESFORD (4 MI S),,,,,,,,,,,Scolopax minor,
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,1,PRESENT,SOURCE: CLEVELAND MUSEUM OF NATURAL HISTORY.,1934,10,11,CA,Nova Scotia,Kings,WOLFVILLE (10 MI E),,,,,,,,,,,Scolopax minor,
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,1,PRESENT,SOURCE: CLEVELAND MUSEUM OF NATURAL HISTORY.,1934,10,5,CA,Nova Scotia,Kings,WOLFVILLE (10 MI E),,,,,,,,,,,Scolopax minor,
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,1,PRESENT,SOURCE: CLEVELAND MUSEUM OF NATURAL HISTORY.,1934,10,5,CA,Nova Scotia,Kings,WOLFVILLE (10 MI E),,,,,,,,,,,Scolopax minor,
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,1,PRESENT,SOURCE: CLEVELAND MUSEUM OF NATURAL HISTORY.,1934,10,8,CA,Nova Scotia,Kings,AYLESFORD (4 MI S),,,,,,,,,,,Scolopax minor,
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,1,PRESENT,SOURCE: CLEVELAND MUSEUM OF NATURAL HISTORY.,1934,10,5,CA,Nova Scotia,Kings,WOLFVILLE (10 MI E),,,,,,,,,,,Scolopax minor,
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,1,PRESENT,SOURCE: CLEVELAND MUSEUM OF NATURAL HISTORY.,1934,10,5,CA,Nova Scotia,Kings,WOLFVILLE (10 MI E),,,,,,,,,,,Scolopax minor,
CMNH,Birds,CMNH Birds Collection,PRESERVED_SPECIMEN,,PRESENT,,1934,6,16,US,Ohio,Cuyahoga,Cleveland,,,,,,,,,,,Scolopax minor,
"Ohio State University - Bird Division, Columbus, OH (OSUM)",Birds,Ohio State University Tetrapod Division - Bird Collection (OSUM),PRESERVED_SPECIMEN,1,PRESENT,,1934,4,2,US,Ohio,Gallia,Gallia, Ohio, USA,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,4,PRESENT,SOURCE: R.L.FRICKE.,1934,5,7,US,Pennsylvania,Crawford,FRENCHTOWN (3.5 MI W),,,,,,,,,,,Scolopax minor,
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1934,5,5,CA,Quebec,Estrie,near Magog,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1,PRESENT,,1934,5,11,US,Virginia,,Clarendon,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
WFVZ,Eggs,WFVZ Bird Collections,PRESERVED_SPECIMEN,,PRESENT,Additional data on card.,1933,4,26,US,Florida,,Yellow Water Creek Swamp, where it is crossed by the Duval-Clay county line,,,,,,,,,,Scolopax minor,
CHAS,Bird specimens,CHAS Ornithology (Arctos),PRESERVED_SPECIMEN,1,PRESENT,"INTERNAL NOTES: Record has been compared to Red Bound Bird Catalogue Book, Vol. 1-2. DATA HISTORY: Inventory catalogued/verified by E. Scheu (2012-09-14).",1933,9,15,US,Illinois,Cook County,Lemont,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
CHAS,Bird specimens,CHAS Ornithology (Arctos),PRESERVED_SPECIMEN,1,PRESENT,"INTERNAL NOTES: Record has been compared to Green Bound Bird Catalogue Book, Vol. 1-3, and to Red Bound Bird Catalogue Book, Vol. 1-2. DATA HISTORY: Inventory catalogued/verified by A. Robinson (2013-04-22). Date listed as entered in original FileMaker database: 1987-06-24.",1933,9,15,US,Illinois,Cook County,Lemont,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1933,4,25,US,Illinois,Cook Co,Chicago,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1933,4,19,US,Illinois,Cook Co,Chicago,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds,Field Museum of Natural History (Zoology) Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1933,4,25,US,Illinois,Cook Co,Chicago,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
FMNH,Birds-Eggs,Field Museum of Natural History (Zoology) Bird Egg Collection,PRESERVED_SPECIMEN,,PRESENT,,1933,4,14,US,Illinois,Cook Co,Chicago, Devon and Crawford, E of Railroad,,,,,,,,,Scolopax minor,
FMNH,Birds-Eggs,Field Museum of Natural History (Zoology) Bird Egg Collection,PRESERVED_SPECIMEN,,PRESENT,,1933,4,11,US,Illinois,Cook Co,Chicago, Devon Ave, 3 blocks W Crawford,,,,,,,,,Scolopax minor,
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,4,PRESENT,,1933,4,30,US,Illinois,Cook,,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
PMAE,Provincial Museum of Alberta,"Provincial Museum of Alberta, Edmonton, AB, Canada. Birds (Aves)",UNKNOWN,,PRESENT,,1933,4,29,US,Illinois,,Calumet City,,,,,,,,,BASIS_OF_RECORD_INVALID;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
WFVZ,Eggs,WFVZ Bird Collections,PRESERVED_SPECIMEN,,PRESENT,Additional data on card.,1933,4,23,US,Illinois,Cook,Chicago, Torrance Ave. and Mich. City Rd.,,,,,,,,,,Scolopax minor,
WFVZ,Eggs,WFVZ Bird Collections,PRESERVED_SPECIMEN,,PRESENT,Additional data on card.,1933,3,26,US,Illinois,Cook,Calumet City, Torrance Ave. and Mich. City Rd.,,,,,,,,,,Scolopax minor,
WFVZ,Eggs,WFVZ Bird Collections,PRESERVED_SPECIMEN,,PRESENT,Additional data on card.,1933,4,20,US,Illinois,Cook,,,,,,,,,,,,Scolopax minor,
WFVZ,Eggs,WFVZ Bird Collections,PRESERVED_SPECIMEN,,PRESENT,Additional data on card.,1933,4,23,US,Indiana,,Highlands,,,,,,,,,,,Scolopax minor,
USNM,Birds,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1,PRESENT,,1933,10,29,US,Iowa,,Amana,,,,,,,,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT,,Scolopax minor,
KU,Birds,KUBI Ornithology Collection,PRESERVED_SPECIMEN,,PRESENT,,1933,10,26,US,Kansas,Douglas,Lawrence, KU Campus,,,,,,,,,,Scolopax minor,
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1933,7,20,US,Michigan,Washtenaw,Ann Arbor, Division Street,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1933,5,25,US,Michigan,Washtenaw,Portage Lake,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1933,6,17,US,Michigan,Livingston,Unadilla,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
UMMZ,birds,"University of Michigan Museum of Zoology, Division of Birds",PRESERVED_SPECIMEN,,PRESENT,Janet Hinshaw,1933,5,24,US,Michigan,Washtenaw,Portage Lake,,,,,,,,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84,,Scolopax minor,USA
MMNH,Bird,Bell Museum birds,PRESERVED_SPECIMEN,,PRESENT,TE:5mm long,1933,5,20,US,Minnesota,Chisago,Rush City,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,USA
WFVZ,Eggs,WFVZ Bird Collections,PRESERVED_SPECIMEN,,PRESENT,Additional data on card.,1933,4,3,US,New Jersey,Salem,Alloway Township,,,,,,,,,,,Scolopax minor,USA
AMNH,Birds,AMNH Bird Collection,PRESERVED_SPECIMEN,1,PRESENT,,1933,3,31,US,New York,,Columbia University,,,,,,,,,,,Scolopax minor,
CUMV,Bird,CUMV Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1933,4,28,US,New York,Tompkins,Connecticut Hill,,,,,,,,,,,Scolopax minor,
CUMV,Bird,CUMV Bird Collection,PRESERVED_SPECIMEN,,PRESENT,,1933,5,15,US,New York,Tompkins,Ithaca,,,,,,,,,,,Scolopax minor,USA
NYSM,ZO,NYSM Birds,PRESERVED_SPECIMEN,1,PRESENT,,1933,11,22,US,New York,Seneca,East Steamberg Twp. [not recorded].,,,,,,,,,,,Scolopax minor,
NYSM,ZO,NYSM Birds,PRESERVED_SPECIMEN,1,PRESENT,,1933,4,19,US,New York,,Chatham Twp. Old Chatham.,,,,,,,,,,,Scolopax minor,USA
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,1,PRESENT,SOURCE: CLEVELAND MUSEUM OF NATURAL HISTORY.,1933,6,16,CA,Nova Scotia,Kings,WOLFVILLE (5 MI S),,,,,,,,,,,Scolopax minor,
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,1,PRESENT,SOURCE: CLEVELAND MUSEUM OF NATURAL HISTORY.,1933,10,2,CA,Nova Scotia,Kings,WOLFVILLE (12 MI S),,,,,,,,,,,Scolopax minor,
CM,Birds,CM Birds Collection,PRESERVED_SPECIMEN,1,PRESENT,SOURCE: CLEVELAND MUSEUM OF NATURAL HISTORY.,1933,10,2,CA,Nova Scotia,Kings,WOLFVILLE (12 MI S),,,,,,,,,,,Scolopax minor,
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1933,10,14,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1933,10,14,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1933,10,14,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
ROM,Birds,Ornithology Collection Non Passeriformes - Royal Ontario Museum,PRESERVED_SPECIMEN,,PRESENT,,1933,10,14,CA,Nova Scotia,Kings County,Wolfville,,,,,,,,,COORDINATE_ROUNDED,,Scolopax minor,CAN
CMNH,Birds,CMNH Birds Collection,PRESERVED_SPECIMEN,,PRESENT,,1933,4,28,US,Ohio,Cuyahoga,Cleveland, Builders Exch. Bldg.,,,,,,,,,,Scolopax minor,
CMNH,Birds,CMNH Birds Collection,PRESERVED_SPECIMEN,,PRESENT,,1933,5,25,US,Ohio,Cuyahoga,East Cleveland,,,,,,,,,,,Scolopax minor,
